,Text,Label
26482,"Furthermore, radial keratoneuritis was demonstrated, consisting of an irregularly swollen nerve fiber with probable amoebic infiltration.",Not ADE-related
26483,Cultures demonstrated Aspergillus fumigatus sensitive to voriconazole.,Not ADE-related
26484,"It is important that physicians be alerted to this serious, potentially lethal, complication, as it is readily reversible if the disulfiram is discontinued and appropriate supportive measures are taken.",Not ADE-related
26485,Radiographic studies suggest three possible explanations: (a) inadvertent thecal penetration during injection may have produced an atypical anesthetic block; (b) loculation of the injected fluid may have caused a transient compressive lesion; or (c) intrathecal injection may have produced an iatrogenic arachnoid cyst.,Not ADE-related
26486,"Subsequent testing revealed that this patient has an extremely low level of DPD activity (0.015 nmol/min/mg protein; mean, 0.189 nmol/min/mg protein).",Not ADE-related
26487,"Long-term treatment in gut neuroendocrine tumours, efficacy of oral administration, and possible use in non-tumoural inappropriate TSH hypersecretion.",Not ADE-related
26488,The other author believes tympanoplasty should be performed prior to reconstruction (Dr.,Not ADE-related
26489,"Fever dropped at least 1.5 degrees C, and heart rate dropped from rates of 120 to 140 to less than 100bpm.",Not ADE-related
26490,The patient was a nonsmoker with no respiratory illnesses.,Not ADE-related
26491,"Up to now, all investigations have failed to show a relapse of her adenocarcinoma.",Not ADE-related
26492,"Thus, it is important for dermatologists treating patients with diabetes and antitumor necrosis factor-alpha agents for psoriasis to be aware of potential hypoglycemia and to adjust antidiabetes therapy accordingly.",Not ADE-related
26493,Cholesterol microembolization and stable renal function with continued anticoagulation.,Not ADE-related
26494,"Patients have the right to adequate and safe pain relief in hospitals, but many continue to experience unrelieved pain.",Not ADE-related
26495,"The present report is of a 67-year-old woman presenting with bulky cervicothoracic RIF who, 10 years previously, had received radiochemotherapy for a small cell thyroid carcinoma to a dose of 50 Gy, with severe acute side-effects.",Not ADE-related
26496,The pharmacologic agent bisphosphonate has recently received much attention in the dental literature.,Not ADE-related
26497,"To our knowledge, this paper is the first to describe long-term experiences with patient reporting as part of a spontaneous reporting system.",Not ADE-related
26498,"We suggest that in patients treated with olanzapine, CK concentrations should be checked on initiation of therapy, within the first 48 hours, and weekly thereafter for at least one month.",Not ADE-related
26499,Initial clinical experience with centrifugal pumps coated with the Carmeda process.,Not ADE-related
26500,Pulmonary thromboembolism (PTE) in leukemic children undergoing intensive chemotherapy should be promptly recognized so that specific therapy can be started.,Not ADE-related
26501,A 47-y-old female underwent revision of a left total hip replacement because of loose prosthesis.,Not ADE-related
26502,"The authors describe 4 cases of patients with bifurcation lesions involving the left anterior descending coronary artery, who developed periprocedural thrombosis with acute transmural ischemia.",Not ADE-related
26503,Fatal liver failure following generalized tonic-clonic seizures.,Not ADE-related
26504,The third case received ASCT with an unmanipulated autograft for relapsed angioimmunoblastic lymphoma.,Not ADE-related
26505,"Controlled studies are necessary to assess the efficacy, the duration of therapy required for effective results, and the safety of this treatment over the long-term.",Not ADE-related
26506,Symptoms resolved spontaneously and completely after 48 h.,Not ADE-related
26507,"It is always good to ask the question, ""Will this help my patient live better or longer?"" when prescribing a therapy.",Not ADE-related
26508,Patients with PS-1 AD may be at substantially increased risk of neuroleptic-induced EPS.,Not ADE-related
26509,JHR is a self-limiting condition that warrants the continuation of antibiotic treatment in syphilis patients.,Not ADE-related
26510,Heparin was administered on the initial one and a half days.,Not ADE-related
26511,Aminoglycosides have been reported to cause tetany by inducing renal wasting of magnesium and secondary hypocalcemia.,Not ADE-related
26512,Withdrawal emergent syndrome (WES) is a subtype of tardive dyskinesia that has been reported in children who were taken off antipsychotic therapy.,Not ADE-related
26513,Thrombolysis with recombinant tissue plasminogen activator is the only established treatment for acute ischemic stroke.,Not ADE-related
26514,Lenalidomide is an important contemporary treatment option for patients with multiple myeloma (MM).,Not ADE-related
26515,Both reactions occurred late in the course of treatment.,Not ADE-related
26516,"Treatment with oral contraceptive (OC) for endometriosis and later with cyclophosphamide, methotrexate, fluorouracil (CMF) for breast cancer produced a higher number of attacks.",Not ADE-related
26517,Dopamine D2 receptor occupancy 1.5 months after withdrawal still amounted to 83% and 50%.,Not ADE-related
26518,"Anti-tuberculous drugs, including ethambutol, were initiated at our clinic because the period between the ethambutol therapy and visual loss was too short and the dose of ethambutol was not very high.",Not ADE-related
26519,Antibiotic treatment did not stop the progress of the disease.,Not ADE-related
26520,Reversal of post-reperfusion coagulopathy by protamine sulphate in orthotopic liver transplantation.,Not ADE-related
26521,Disseminated intravascular coagulation in pregnancy.,Not ADE-related
26522,Intravenous thrombolytic therapy has become standard treatment for acute myocardial infarction (AMI).,Not ADE-related
26523,Clonidine: a practical guide for usage in children.,Not ADE-related
26524,Methadone withdrawal when starting an antiretroviral regimen including nevirapine.,Not ADE-related
26525,It was possible to reproduce the disease by the intradermal injection of killed Group A streptococcal organisms.,Not ADE-related
26526,CASE SUMMARY: An 89-year-old man was admitted for dementia with behavioral disturbance and psychosis and was started on olanzapine 2.5 mg twice daily.,Not ADE-related
26527,The possible deleterious effects of praziquantel therapy should be considered in the treatment of patients with subarachnoid cysticerci.,Not ADE-related
26528,Implantation of ventriculoperitoneal shunts in the precoronal position is generally accomplished using a retroauricular incision for subcutaneous tunneling.,Not ADE-related
26529,The former diagnosis was supported by a subsequent in-vitro HEPTEM.,Not ADE-related
26530,"The amount of weight loss was substantial in this group of patients, ranging from 19 pounds to 53 pounds.",Not ADE-related
26531,Two manic-depressive patients are described who presented with acute renal failure and concurrent lithium toxicity.,Not ADE-related
26532,A case of recurrent impetigo herpetiformis with a positive family history.,Not ADE-related
